consentimento,TI01[SQ001],TI01[SQ002],TI01[SQ004],TI01[SQ003],TI01[SQ005],TI01[SQ006],TI01[SQ007],TI01[SQ008],TI02[SQ001],TI02[SQ002],TI02[SQ003],TI02[SQ004],TI02[SQ005],TI02[SQ006],TI02[SQ007],TI02[SQ008],TI02[SQ009],hab2,hab3,hab4,HAB01[SQ001],HAB01[SQ002],HAB01[SQ003],HAB01[SQ004],HAB01[SQ005],HAB01[SQ006],HAB01[SQ007],HAB01[SQ008],hab5[SQ007],hab5[SQ008],hab5[SQ002],hab5[SQ001],hab5[SQ003],hab5[SQ004],hab5[SQ005],hab5[SQ006],hab6[SQ001],hab6[SQ002],hab6[SQ003],hab6[SQ004],hab7[SQ001],hab7[SQ002],hab7[SQ003],hab7[SQ004],octs1,octs2,octs3,octs4[SQ001],octs4[SQ002],octs4[SQ003],octs4[SQ004],octs5[SQ001],octs5[SQ002],octs5[SQ003],octs5[SQ004],octs5[SQ005],octs6[SQ001],octs6[SQ002],octs6[SQ003],octs6[SQ004],octs6[SQ005],octs6[SQ006],odc2,odc4[SQ001],odc4[SQ002],odc4[SQ003],odc4[SQ004],odc4[SQ005],odc4[SQ006],odc4[SQ007],odc4[SQ008],odc4[SQ009],odc1[SQ001],odc1[SQ002],odc1[SQ003],odc1[SQ004],odc1[SQ005],odc1[SQ006],odc1[SQ007],odc3[SQ001],odc3[SQ002],odc3[SQ003],odc3[SQ004],odc3[SQ005],odc3[SQ006],odc3[SQ007],odc3[SQ008],odc3[SQ009],adc2,adc8,adc4,adc5,adc07,adc1[SQ001],adc1[SQ002],adc1[SQ003],adc1[SQ004],adc1[SQ005],adc1[SQ006],adc1[SQ007],adc1[SQ008],adc1[SQ009],adc1[SQ010],adc1[SQ011],adc1[SQ012],adc1[SQ013],adc1[SQ014],adc1[SQ015],adc3[SQ001],adc3[SQ002],adc3[SQ003],adc3[SQ004],adc6[SQ001],adc6[SQ002],adc6[SQ003],MO01[SQ001],MO01[SQ002],MO01[SQ003],MO01[SQ004],MO01[SQ005],MO01[SQ006],MO01[SQ007],MO01[SQ008],MO01[SQ009],MO01[SQ010],MO01[SQ011],MO01[SQ012],MO01[SQ013],MO02[SQ001],MO02[SQ002],MO02[SQ003],MO02[SQ004],MO02[SQ005],MO02[SQ006],MO02[SQ007],MO02[SQ008],MO02[SQ009],MO02[SQ010],MO02[SQ011],MO02[SQ012],MO03[SQ001],MO03[SQ002],MO03[SQ003],MO03[SQ004],MO03[SQ005],MO03[SQ006],MO03[SQ007],MO03[SQ008],MO05,MO07,MO04[SQ001],MO04[SQ002],MO04[SQ003],MO04[SQ004],MO06[SQ001],MO06[SQ002],MO06[SQ003],MO06[SQ004],VAL01[SQ001],VAL01[SQ002],VAL01[SQ003],VAL01[SQ004],VAL01[SQ005],VAL01[SQ006],VAL01[SQ007],VAL01[SQ008],VAL01[SQ009],VAL01[SQ010],VAL02[SQ001],VAL02[SQ002],VAL02[SQ003],VAL02[SQ004],VAL02[SQ005],CE02,CE03,CE04,CE05,CE06,CE10,CE07,CE08,CE11,CE13,CE14
Declaro que li os termos de meu consentimento e concordo em participar desta pesquisa,Interessado,Interessado,Interessado,Muito Interessado,Muito Interessado,Nada Interessado,Interessado,Pouco Interessado,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Podcast,Razoável,Positivas,Frequentemente,Às vezes,Frequentemente,Raramente,Raramente,Frequentemente,Às vezes,Às vezes,Muito prejudicial,Muito prejudicial,Muito prejudicial,Um pouco prejudicial,Muito prejudicial,Um pouco prejudicial,Muito prejudicial,Muito prejudicial,10.0,10.0,6.0,6.0,7.0,7.0,7.0,7.0,Intermediário,Muitos benefícios,Alguns riscos,Discordo em partes,Concordo em partes,Concordo totalmente,Discordo em partes,Concordo em parte,Discordo em parte,Concordo em parte,Discordo totalmente,Concordo totalmente,Nada preocupado,Nada preocupado,Preocupado,Muito preocupado,Extremamente preocupado,Preocupado,Importante,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Concordo totalmente,Concordo em parte,Concordo em parte,Discordo em parte,Discordo em parte,Discordo totalmente,Concordo em parte,Um pouco importante,Um pouco importante,Muito importante,Importante,Muito importante,Importante,Importante,Importante,Um pouco importante,Em geral sim,"Sobre o seu objeto de pesquisa, mas não necessariamente sobre os resultados da sua pesquisa",4,4,,2 vezes,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,1 vez,2 vezes,1 vez,3 vezes,Nenhuma vez,Nenhuma vez,1 vez,Nenhuma vez,Muito importante,Importante,Importante,Pouco importante,Nunca,Frequentemente,Frequentemente,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Concordo parcialmente,,Não conheço,Não conheço,Não conheço,Não conheço,Conheço mas não participei,Conheço mas não participei,Conheço mas não participei,Conheço mas não participei,Não pertenço,Não pertenço,Não pertenço,Não pertenço,Não pertenço,Não pertenço,"Pertenço, mas não frequento muito",Não pertenço,Não pertenço,Não pertenço,"Sim, já fiz","Não fiz, e não faria de jeito nenhum","Sim, já fiz","Não fiz, e não faria de jeito nenhum","Sim, já fiz",Masculino,Ensino Superior,Branca,Não tenho religião,,tanto ciência básica como aplicada,De centro,1B,Ciências Exatas e da Terra,Sudeste,16
Declaro que li os termos de meu consentimento e concordo em participar desta pesquisa,Muito Interessado,Muito Interessado,Muito Interessado,Muito Interessado,Muito Interessado,Muito Interessado,Interessado,Interessado,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Revista fapesp; boletim de vários órgãos científicos e/ou universidades; blog e lives de divulgadores cinetíficos. ,Insuficiente,Positivas,Frequentemente,Frequentemente,Frequentemente,Frequentemente,Frequentemente,Frequentemente,Frequentemente,Frequentemente,Muito prejudicial,Muito prejudicial,Muito prejudicial,Muito prejudicial,Muito prejudicial,Muito prejudicial,Muito prejudicial,Muito prejudicial,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,Intermediário,Muitos benefícios,Alguns riscos,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo em partes,Concordo totalmente,Concordo em parte,Concordo totalmente,Concordo totalmente,Concordo em parte,Nada preocupado,Preocupado,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,Muito importante,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo em parte,Concordo totalmente,Concordo em parte,Concordo em parte,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,Frequentemente,Sobre os resultados de sua pesquisa,pelo menos 10 vezes,10,Sim,4 vezes,Nenhuma vez,2 vezes,3 vezes,1 vez,1 vez,1 vez,1 vez,mais de 5 vezes,1 vez,2 vezes,2 vezes,Nenhuma vez,5 vezes,Nenhuma vez,Muito importante,Muito importante,Muito importante,Muito importante,Frequentemente,Frequentemente,,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Concordo totalmente,Sim,Participei como docente,,,,Participei como docente,Participei como docente,,,Não pertenço,Não pertenço,Não pertenço,Pertenço e frequento,Não pertenço,Não pertenço,Pertenço e frequento,Não pertenço,Não pertenço,Não pertenço,"Sim, já fiz",,"Sim, já fiz","Sim, já fiz",,Masculino,Ensino Fundamental Incompleto,Branca,Ateu ou agnóstico,Nada importante,tanto ciência básica como aplicada,De esquerda,2,Ciências Biológicas,Sudeste,45
Declaro que li os termos de meu consentimento e concordo em participar desta pesquisa,Muito Interessado,Muito Interessado,Interessado,Interessado,Muito Interessado,Pouco Interessado,Interessado,Pouco Interessado,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Revista Fapesp; Site  Fundação Araucária; Informes CNPq,Insuficiente,Muito negativas/ de hostilidade à ciência,Às vezes,Às vezes,Frequentemente,Às vezes,Raramente,Frequentemente,Frequentemente,Frequentemente,Muito prejudicial,Muito prejudicial,Muito prejudicial,Um pouco prejudicial,Prejudicial,Não causa prejuízos,Prejudicial,Muito prejudicial,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,Intermediário,Muitos benefícios,Poucos riscos,Concordo em partes,Concordo totalmente,Concordo totalmente,Concordo em partes,Concordo totalmente,Não sei,Concordo totalmente,Concordo em parte,Concordo em parte,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,Muito importante,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Concordo totalmente,Concordo totalmente,Concordo totalmente,Não sei,Concordo em parte,Não sei,Concordo totalmente,Importante,Muito importante,Importante,Importante,Muito importante,Muito importante,Nada importante,Importante,Nada importante,"Em geral, não",Sobre os resultados de sua pesquisa,0,0,,1 vez,Nenhuma vez,Nenhuma vez,2 vezes,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Muito importante,Importante,Pouco importante,Importante,,Raramente,Raramente,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Concordo totalmente,Não,Participei como aluno,Participei como aluno,Conheço mas não participei,Participei como aluno,Conheço mas não participei,Conheço mas não participei,Conheço mas não participei,Conheço mas não participei,"Pertenço, mas não frequento muito",Pertenço e frequento,Não sei,"Pertenço, mas não frequento muito",Não pertenço,Não pertenço,Não sei,Pertenço e frequento,Não pertenço,Não pertenço,"Sim, já fiz","Sim, já fiz","Sim, já fiz","Sim, já fiz","Sim, já fiz",Feminino,Ensino Fundamental Incompleto,Branca,Cristã católica ,Muito importante,ciência básica,De esquerda,2,Ciências Biológicas,Sul,36
Declaro que li os termos de meu consentimento e concordo em participar desta pesquisa,Interessado,Interessado,Pouco Interessado,Muito Interessado,Muito Interessado,Nada Interessado,Interessado,Pouco Interessado,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Declaro que li os termos de meu consentimento e concordo em participar desta pesquisa,Muito Interessado,Muito Interessado,Muito Interessado,Muito Interessado,Muito Interessado,Muito Interessado,Muito Interessado,Muito Interessado,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,"Notícias do CNPq, CONICET, CONACYT, NATURE",Insuficiente,,Às vezes,Às vezes,Às vezes,Às vezes,Frequentemente,Frequentemente,Frequentemente,Às vezes,Muito prejudicial,Muito prejudicial,Muito prejudicial,Não causa prejuízos,Muito prejudicial,Não causa prejuízos,Muito prejudicial,Muito prejudicial,5.0,5.0,10.0,10.0,10.0,9.0,9.0,10.0,Intermediário,Muitos benefícios,Alguns riscos,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo em parte,Concordo em parte,Concordo totalmente,Concordo totalmente,Concordo em parte,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,Muito importante,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Concordo em parte,Concordo totalmente,Concordo em parte,Discordo em parte,Concordo totalmente,Discordo totalmente,Concordo totalmente,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,Não se aplica a mim,"Sobre o seu objeto de pesquisa, mas não necessariamente sobre os resultados da sua pesquisa",1,0,,mais de 5 vezes,mais de 5 vezes,mais de 5 vezes,mais de 5 vezes,3 vezes,1 vez,5 vezes,mais de 5 vezes,,mais de 5 vezes,Nenhuma vez,1 vez,Nenhuma vez,Nenhuma vez,mais de 5 vezes,Nada importante,,Importante,Importante,Raramente,Raramente,,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Discordo parcialmente,Sim,Participei como docente,Participei como docente,Conheço mas não participei,Participei como docente,Participei como docente,Participei como docente,,Participei como docente,,,Pertenço e frequento,,,,Pertenço e frequento,,,,,,,,,Feminino,Ensino Superior,Branca,,,não se aplica,,2,,Sul,10
Declaro que li os termos de meu consentimento e concordo em participar desta pesquisa,Muito Interessado,Interessado,Muito Interessado,Interessado,Muito Interessado,Muito Interessado,Interessado,Pouco Interessado,Não,Não,Não,Não,Não,Não,Sim,Não,Não,"Revista Científica da Fapesp, ",Muito bom,Negativas,Frequentemente,Às vezes,Frequentemente,Frequentemente,Frequentemente,Frequentemente,Frequentemente,Frequentemente,Prejudicial,Prejudicial,Muito prejudicial,Não causa prejuízos,Prejudicial,Não causa prejuízos,Não causa prejuízos,Muito prejudicial,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,Intermediário,Muitos benefícios,Nenhum risco,Concordo em partes,Concordo totalmente,Concordo totalmente,Concordo em partes,Concordo totalmente,Concordo em parte,Concordo totalmente,Concordo totalmente,Concordo em parte,Preocupado,Preocupado,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,Muito importante,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Concordo em parte,Concordo totalmente,Concordo em parte,Concordo em parte,Concordo totalmente,Concordo em parte,Concordo totalmente,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,Raramente,Sobre temas controversos de interesse público nos quais você tem alguma expertise.,3,duas vezes,Sim,1 vez,1 vez,Nenhuma vez,2 vezes,Nenhuma vez,Nenhuma vez,Nenhuma vez,1 vez,Nenhuma vez,1 vez,,Nenhuma vez,Nenhuma vez,1 vez,Nenhuma vez,Muito importante,Muito importante,Muito importante,Pouco importante,Frequentemente,Frequentemente,Frequentemente,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Concordo totalmente,Sim,Participei como docente,Participei como docente,Participei como docente,Participei como docente,Conheço mas não participei,Conheço mas não participei,Conheço mas não participei,Participei como docente,Não pertenço,Não pertenço,Não pertenço,Não pertenço,Não pertenço,Não pertenço,Não pertenço,Não pertenço,Não pertenço,Não pertenço,"Sim, já fiz","Sim, já fiz","Sim, já fiz","Sim, já fiz","Sim, já fiz",Masculino,Não frequentou escola,Parda,Ateu ou agnóstico,Importante,ciência aplicada,De esquerda,1C,Ciências Exatas e da Terra,Nordeste,24
Declaro que li os termos de meu consentimento e concordo em participar desta pesquisa,Interessado,Interessado,Muito Interessado,Interessado,Muito Interessado,Muito Interessado,Interessado,Interessado,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Revista cientifica,Razoável,Negativas,Frequentemente,Às vezes,Frequentemente,Frequentemente,Frequentemente,Frequentemente,Às vezes,Frequentemente,Um pouco prejudicial,Um pouco prejudicial,Prejudicial,Um pouco prejudicial,Prejudicial,Um pouco prejudicial,Prejudicial,Prejudicial,10.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,Importante,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Concordo em parte,Concordo totalmente,Concordo totalmente,Concordo em parte,Concordo totalmente,Discordo em parte,Concordo em parte,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,"Em geral, não",Sobre temas controversos de interesse público nos quais você tem alguma expertise.,2,2,,mais de 5 vezes,mais de 5 vezes,mais de 5 vezes,mais de 5 vezes,3 vezes,2 vezes,Nenhuma vez,mais de 5 vezes,mais de 5 vezes,3 vezes,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Importante,Importante,Importante,Importante,Frequentemente,Nunca,Nunca,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Concordo totalmente,,Participei como docente,Participei como docente,Participei como docente,Participei como docente,Participei como docente,Participei como docente,Conheço mas não participei,Participei como docente,Pertenço e frequento,Pertenço e frequento,Pertenço e frequento,Pertenço e frequento,Não pertenço,Não pertenço,Pertenço e frequento,Pertenço e frequento,Não pertenço,Não pertenço,"Não fiz, mas poderia fazer","Não fiz, mas poderia fazer","Não fiz, mas poderia fazer","Não fiz, mas poderia fazer","Não fiz, mas poderia fazer",Masculino,Ensino Fundamental Incompleto,Branca,Cristã católica ,Muito importante,ciência aplicada,De centro,1C,Ciências Agrárias,Sul,21
Declaro que li os termos de meu consentimento e concordo em participar desta pesquisa,Muito Interessado,Muito Interessado,Muito Interessado,Muito Interessado,Muito Interessado,Muito Interessado,Interessado,Nada Interessado,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,,Insuficiente,Negativas,Às vezes,Às vezes,Às vezes,Às vezes,Frequentemente,Frequentemente,Frequentemente,Frequentemente,Muito prejudicial,Muito prejudicial,Muito prejudicial,Muito prejudicial,Muito prejudicial,,Muito prejudicial,Muito prejudicial,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,Intermediário,Muitos benefícios,Poucos riscos,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo em partes,Concordo totalmente,Concordo em parte,Concordo totalmente,Concordo em parte,Concordo em parte,Muito preocupado,Preocupado,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,Muito importante,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Concordo em parte,Concordo em parte,Concordo em parte,Discordo totalmente,Concordo totalmente,Discordo em parte,Concordo em parte,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,Muito importante,Não se aplica a mim,"Sobre o seu objeto de pesquisa, mas não necessariamente sobre os resultados da sua pesquisa",,,Não,mais de 5 vezes,mais de 5 vezes,3 vezes,mais de 5 vezes,mais de 5 vezes,mais de 5 vezes,Nenhuma vez,3 vezes,3 vezes,3 vezes,1 vez,Nenhuma vez,Nenhuma vez,3 vezes,Nenhuma vez,Muito importante,Muito importante,Muito importante,Muito importante,Raramente,Raramente,Raramente,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Concordo totalmente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Declaro que li os termos de meu consentimento e concordo em participar desta pesquisa,Interessado,Interessado,Interessado,Interessado,Muito Interessado,Interessado,Interessado,Interessado,Não,Não,Não,Não,Não,Não,Não,Não,Não,Youtube,Insuficiente,Negativas,Raramente,Frequentemente,Raramente,Às vezes,Raramente,Frequentemente,Frequentemente,Às vezes,Muito prejudicial,Muito prejudicial,Muito prejudicial,Prejudicial,Muito prejudicial,Prejudicial,Prejudicial,Muito prejudicial,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,Intermediário,Muitos benefícios,Poucos riscos,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo em partes,Concordo totalmente,Discordo em parte,Concordo em parte,Discordo totalmente,Discordo em parte,Nada preocupado,Preocupado,Preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito importante,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Concordo em parte,Concordo em parte,Concordo totalmente,Discordo em parte,Concordo em parte,Concordo em parte,Concordo em parte,Importante,Importante,Importante,Importante,Muito importante,Muito importante,Importante,Importante,Importante,"Em geral, não",Sobre os resultados de sua pesquisa,Nenhuma,,,1 vez,1 vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,Muito importante,Pouco importante,Pouco importante,Pouco importante,Raramente,Raramente,Raramente,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Concordo totalmente,,Participei como docente,Participei como docente,,Participei como docente,Conheço mas não participei,Conheço mas não participei,Conheço mas não participei,Participei como docente,"Pertenço, mas não frequento muito","Pertenço, mas não frequento muito",Não pertenço,"Pertenço, mas não frequento muito",Não pertenço,Não pertenço,Não pertenço,Não pertenço,Não pertenço,Não pertenço,"Sim, já fiz","Não fiz, mas poderia fazer","Não fiz, mas poderia fazer","Sim, já fiz","Não fiz, mas poderia fazer",,,,,,,,,,,
Declaro que li os termos de meu consentimento e concordo em participar desta pesquisa,Interessado,Interessado,Muito Interessado,Interessado,Muito Interessado,Pouco Interessado,Interessado,Interessado,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Páginas do Twitter e LinkedIn,Insuficiente,Muito negativas/ de hostilidade à ciência,Às vezes,Frequentemente,Às vezes,Às vezes,Frequentemente,Frequentemente,Frequentemente,Às vezes,Muito prejudicial,Muito prejudicial,Muito prejudicial,Muito prejudicial,Muito prejudicial,Muito prejudicial,Prejudicial,Prejudicial,8.0,8.0,10.0,10.0,10.0,10.0,9.0,9.0,Intermediário,Muitos benefícios,Poucos riscos,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo em parte,Nada preocupado,Preocupado,Preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito importante,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Importante,Importante,Muito importante,Importante,Importante,Muito importante,Importante,Importante,Importante,Raramente,Sobre os resultados de sua pesquisa,2 vezes,2 vezes,Não,2 vezes,1 vez,Nenhuma vez,Nenhuma vez,Nenhuma vez,2 vezes,1 vez,Nenhuma vez,2 vezes,mais de 5 vezes,2 vezes,Nenhuma vez,1 vez,3 vezes,mais de 5 vezes,Muito importante,Muito importante,Muito importante,Muito importante,Frequentemente,Nunca,Raramente,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Concordo totalmente,Sim,Não conheço,Não conheço,Não conheço,Não conheço,Conheço mas não participei,Participei como aluno,Conheço mas não participei,Participei como aluno,Pertenço e frequento,Não pertenço,Pertenço e frequento,Não pertenço,Não pertenço,Não pertenço,Pertenço e frequento,Pertenço e frequento,Não pertenço,Não pertenço,"Sim, já fiz","Não fiz, e não faria de jeito nenhum","Sim, já fiz","Não fiz, mas poderia fazer","Sim, já fiz",Masculino,Ensino Superior,Preta,Cristã evangélica Pentecostal e Neopentecostal ,Muito importante,ciência aplicada,De esquerda,2,Ciências Agrárias,Sudeste,4
Declaro que li os termos de meu consentimento e concordo em participar desta pesquisa,Muito Interessado,Muito Interessado,Muito Interessado,Muito Interessado,Muito Interessado,Muito Interessado,Muito Interessado,Interessado,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Revista Pesquisa FAPESP,Insuficiente,Positivas,Frequentemente,Às vezes,Frequentemente,Raramente,Frequentemente,Às vezes,Frequentemente,Frequentemente,Muito prejudicial,Muito prejudicial,Muito prejudicial,Muito prejudicial,Muito prejudicial,Prejudicial,Muito prejudicial,Muito prejudicial,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,Intermediário,Muitos benefícios,Alguns riscos,Concordo em partes,Concordo em partes,Concordo totalmente,Concordo totalmente,Concordo em parte,Discordo em parte,Concordo em parte,Discordo em parte,Discordo em parte,Nada preocupado,Preocupado,Muito preocupado,Extremamente preocupado,Extremamente preocupado,Extremamente preocupado,Muito importante,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Discordo em parte,Concordo em parte,Concordo em parte,Discordo em parte,Discordo em parte,Concordo em parte,Concordo em parte,Muito importante,Muito importante,Importante,Importante,Um pouco importante,Importante,Importante,Importante,Um pouco importante,Frequentemente,Sobre temas controversos de interesse público nos quais você tem alguma expertise.,20,20,Sim,2 vezes,3 vezes,Nenhuma vez,mais de 5 vezes,Nenhuma vez,Nenhuma vez,2 vezes,3 vezes,mais de 5 vezes,Nenhuma vez,2 vezes,2 vezes,Nenhuma vez,3 vezes,Nenhuma vez,Muito importante,,Importante,,Nunca,Frequentemente,Nunca,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Concordo parcialmente,Sim,Participei como docente,Participei como docente,Conheço mas não participei,Conheço mas não participei,Conheço mas não participei,Participei como docente,Conheço mas não participei,Participei como docente,Não pertenço,Não pertenço,"Pertenço, mas não frequento muito",Não pertenço,Não pertenço,"Pertenço, mas não frequento muito",Pertenço e frequento,"Pertenço, mas não frequento muito",Não pertenço,Não pertenço,"Sim, já fiz","Sim, já fiz","Sim, já fiz","Sim, já fiz","Sim, já fiz",Masculino,Ensino Superior,Branca,Cristã católica ,Importante,tanto ciência básica como aplicada,De esquerda,1B,Ciências da Saúde,Sudeste,3
